mean_int,std_int,edge_density,occupancy,fractal_dim_feature,target_fractal,target_occupancy,is_valid
88.77942276000977,42.12880268817002,0.24472522735595703,0.1705942153930664,1.7154572560505874,1.7154572560505874,0.1705942153930664,1
88.77942276000977,42.12880268817002,0.24472522735595703,0.1705942153930664,1.7843858802710622,1.7843858802710622,0.1705942153930664,1
88.77942276000977,42.12880268817002,0.24472522735595703,0.1705942153930664,1.7843858802710622,1.7843858802710622,0.1705942153930664,1
88.77942276000977,42.12880268817002,0.24472522735595703,0.1705942153930664,1.7843858802710622,1.7843858802710622,0.1705942153930664,1
88.77942276000977,42.12880268817002,0.24472522735595703,0.1705942153930664,1.7843858802710622,1.7843858802710622,0.1705942153930664,1
88.77905143646547,42.289660318778,0.22436028671596736,0.17127020470946588,1.667483375369741,1.667483375369741,0.17127020470946588,1
88.77905143646547,42.289660318778,0.22436028671596736,0.17127020470946588,1.667483375369741,1.667483375369741,0.17127020470946588,1
88.77905143646547,42.289660318778,0.22436028671596736,0.17127020470946588,1.667483375369741,1.667483375369741,0.17127020470946588,1
88.663478,42.48173297952327,0.252568,0.170834,1.7482238893987148,1.7482238893987148,0.170834,1
88.77905143646547,42.289660318778,0.22436028671596736,0.17127020470946588,1.667483375369741,1.667483375369741,0.17127020470946588,1
88.663478,42.48173297952327,0.252568,0.170834,1.7482238893987148,1.7482238893987148,0.170834,1
88.77884860225174,41.23974945339742,0.25719986204629186,0.1967161860312201,1.6185703212125384,1.6185703212125384,0.1967161860312201,1
88.66334138063297,40.81525131536479,0.2540249928283411,0.19373148664459838,1.612256770516683,1.612256770516683,0.19373148664459838,1
88.77942276000977,42.12880268817002,0.24472522735595703,0.20035362243652344,1.8050777637953972,1.8050777637953972,0.20035362243652344,1
88.77942276000977,42.12880268817002,0.24472522735595703,0.20035362243652344,1.8050777637953972,1.8050777637953972,0.20035362243652344,1
88.663478,42.48173297952327,0.252568,0.200243,1.7717261024085396,1.7717261024085396,0.200243,1
88.77884860225174,41.23974945339742,0.25719986204629186,0.1967161860312201,1.6185703212125384,1.6185703212125384,0.1967161860312201,1
88.66334138063297,40.81525131536479,0.2540249928283411,0.19373148664459838,1.612256770516683,1.612256770516683,0.19373148664459838,1
88.77884860225174,41.23974945339742,0.25719986204629186,0.1967161860312201,1.6185703212125384,1.6185703212125384,0.1967161860312201,1
88.66334138063297,40.81525131536479,0.2540249928283411,0.19373148664459838,1.612256770516683,1.612256770516683,0.19373148664459838,1
88.6824,42.339994452526795,0.2531,0.2028,1.599345670829962,1.599345670829962,0.2028,1
88.413075,42.4202008958512,0.2444,0.197825,1.6506673102012948,1.6506673102012948,0.197825,1
88.66523333333333,42.49355491197067,0.24617777777777777,0.20094444444444445,1.6329197505157893,1.6329197505157893,0.20094444444444445,1
88.66799375,42.546398973355686,0.25569375,0.2004,1.694766678816318,1.694766678816318,0.2004,1
88.661696,42.531653229137284,0.263504,0.200588,1.7786097603570383,1.7786097603570383,0.200588,1
88.6549900241419,40.44878862799261,0.2496800956650948,0.19219723512404552,1.60772381572493,1.60772381572493,0.19219723512404552,1
88.66379907751515,40.57529456291588,0.25156567789098433,0.19289022688227841,1.6107456109792775,1.6107456109792775,0.19289022688227841,1
88.66438247987907,40.680072818982886,0.25269702722651805,0.19320932541281358,1.612301609038453,1.612301609038453,0.19320932541281358,1
88.65752669629877,40.76158455321225,0.25281950949076387,0.19334147732949986,1.610773010398949,1.610773010398949,0.19334147732949986,1
88.77884860225174,41.23974945339742,0.25719986204629186,0.1967161860312201,1.6185703212125384,1.6185703212125384,0.1967161860312201,1
88.66334138063297,40.81525131536479,0.2540249928283411,0.19373148664459838,1.612256770516683,1.612256770516683,0.19373148664459838,1
88.6824,42.339994452526795,0.2531,0.2028,1.599345670829962,1.599345670829962,0.2028,1
88.413075,42.4202008958512,0.2444,0.197825,1.6506673102012948,1.6506673102012948,0.197825,1
88.66523333333333,42.49355491197067,0.24617777777777777,0.20094444444444445,1.6329197505157893,1.6329197505157893,0.20094444444444445,1
88.66799375,42.546398973355686,0.25569375,0.2004,1.694766678816318,1.694766678816318,0.2004,1
88.661696,42.531653229137284,0.263504,0.200588,1.7786097603570383,1.7786097603570383,0.200588,1
88.6549900241419,40.44878862799261,0.2496800956650948,0.19219723512404552,1.60772381572493,1.60772381572493,0.19219723512404552,1
88.77884860225174,41.23974945339742,0.25719986204629186,0.1967161860312201,1.6185703212125384,1.6185703212125384,0.1967161860312201,1
88.66334138063297,40.81525131536479,0.2540249928283411,0.19373148664459838,1.612256770516683,1.612256770516683,0.19373148664459838,1
88.6824,42.339994452526795,0.2531,0.2028,1.599345670829962,1.599345670829962,0.2028,1
88.413075,42.4202008958512,0.2444,0.197825,1.6506673102012948,1.6506673102012948,0.197825,1
88.66523333333333,42.49355491197067,0.24617777777777777,0.20094444444444445,1.6329197505157893,1.6329197505157893,0.20094444444444445,1
88.66799375,42.546398973355686,0.25569375,0.2004,1.694766678816318,1.694766678816318,0.2004,1
88.661696,42.531653229137284,0.263504,0.200588,1.7786097603570383,1.7786097603570383,0.200588,1
88.6549900241419,40.44878862799261,0.2496800956650948,0.19219723512404552,1.60772381572493,1.60772381572493,0.19219723512404552,1
88.66379907751515,40.57529456291588,0.25156567789098433,0.19289022688227841,1.6107456109792775,1.6107456109792775,0.19289022688227841,1
88.77884860225174,41.23974945339742,0.25719986204629186,0.1967161860312201,1.6185703212125384,1.6185703212125384,0.1967161860312201,1
88.66334138063297,40.81525131536479,0.2540249928283411,0.19373148664459838,1.612256770516683,1.612256770516683,0.19373148664459838,1
88.77884860225174,41.23974945339742,0.25719986204629186,0.1967161860312201,1.6185703212125384,1.6185703212125384,0.1967161860312201,1
88.66334138063297,40.81525131536479,0.2540249928283411,0.19373148664459838,1.612256770516683,1.612256770516683,0.19373148664459838,1
88.6824,42.339994452526795,0.2531,0.2028,1.599345670829962,1.599345670829962,0.2028,1
88.413075,42.4202008958512,0.2444,0.197825,1.6506673102012948,1.6506673102012948,0.197825,1
88.66523333333333,42.49355491197067,0.24617777777777777,0.20094444444444445,1.6329197505157893,1.6329197505157893,0.20094444444444445,1
88.66799375,42.546398973355686,0.25569375,0.2004,1.694766678816318,1.694766678816318,0.2004,1
88.661696,42.531653229137284,0.263504,0.200588,1.7786097603570383,1.7786097603570383,0.200588,1
88.77884860225174,41.23974945339742,0.25719986204629186,0.1967161860312201,1.6185703212125384,1.6185703212125384,0.1967161860312201,1
88.66334138063297,40.81525131536479,0.2540249928283411,0.19373148664459838,1.612256770516683,1.612256770516683,0.19373148664459838,1
88.77884860225174,41.23974945339742,0.25719986204629186,0.1967161860312201,1.6185703212125384,1.6185703212125384,0.1967161860312201,1
88.661696,42.531653229137284,0.263504,0.200588,1.7786097603570383,1.7786097603570383,0.200588,1
88.661696,42.531653229137284,0.263504,0.200588,1.7786097603570383,1.7786097603570383,0.200588,1
118.22016509319933,50.86882275276564,0.3298479608314612,0.4445203691228658,1.762315739667111,1.762315739667111,0.4445203691228658,1
118.2381,58.102325326874826,0.3362,0.4322,1.7690293997207287,1.7690293997207287,0.4322,1
118.289825,58.68723180104318,0.3436,0.431225,1.808422279184714,1.808422279184714,0.431225,1
118.31627777777778,58.56922856785763,0.3448,0.4330333333333333,1.7758334597727738,1.7758334597727738,0.4330333333333333,1
118.43635625,58.657352369273255,0.344125,0.43529375,1.8362763732872067,1.8362763732872067,0.43529375,1
118.423472,58.60811049219397,0.342372,0.433432,1.935490590741722,1.935490590741722,0.433432,1
118.44958726700166,50.27224528975361,0.328075191217377,0.44372423440526804,1.760289665680857,1.760289665680857,0.44372423440526804,1
118.44758242572901,49.880612789574215,0.32716624388797383,0.44547766471447126,1.759117644703181,1.759117644703181,0.44547766471447126,1
118.43571131574961,49.71857703344194,0.3278785749510877,0.44630925482435074,1.7589891058810811,1.7589891058810811,0.44630925482435074,1
118.43570809253212,49.769706130013475,0.3276819586847983,0.44684753214353634,1.759091004023581,1.759091004023581,0.44684753214353634,1
118.43728424587992,49.855628524189854,0.32734996728434257,0.44677017492401266,1.7591692403460895,1.7591692403460895,0.44677017492401266,1
118.2381,58.102325326874826,0.3362,0.4322,1.7690293997207287,1.7690293997207287,0.4322,1
118.289825,58.68723180104318,0.3436,0.431225,1.808422279184714,1.808422279184714,0.431225,1
118.31627777777778,58.56922856785763,0.3448,0.4330333333333333,1.7758334597727738,1.7758334597727738,0.4330333333333333,1
118.43635625,58.657352369273255,0.344125,0.43529375,1.8362763732872067,1.8362763732872067,0.43529375,1
118.423472,58.60811049219397,0.342372,0.433432,1.935490590741722,1.935490590741722,0.433432,1
118.44958726700166,50.27224528975361,0.328075191217377,0.44372423440526804,1.760289665680857,1.760289665680857,0.44372423440526804,1
118.44758242572901,49.880612789574215,0.32716624388797383,0.44547766471447126,1.759117644703181,1.759117644703181,0.44547766471447126,1
118.43571131574961,49.71857703344194,0.3278785749510877,0.44630925482435074,1.7589891058810811,1.7589891058810811,0.44630925482435074,1
118.43570809253212,49.769706130013475,0.3276819586847983,0.44684753214353634,1.759091004023581,1.759091004023581,0.44684753214353634,1
118.43728424587992,49.855628524189854,0.32734996728434257,0.44677017492401266,1.7591692403460895,1.7591692403460895,0.44677017492401266,1
118.22016509319933,50.86882275276564,0.3298479608314612,0.4445203691228658,1.762315739667111,1.762315739667111,0.4445203691228658,1
13.438163757324219,18.022315829359677,0.0933380126953125,0.0051784515380859375,1.3610308852270507,1.3610308852270507,0.0051784515380859375,0
13.438163757324219,18.022315829359677,0.0933380126953125,0.0051784515380859375,1.3610308852270507,1.3610308852270507,0.0051784515380859375,0
13.438163757324219,18.022315829359677,0.0933380126953125,0.2967796325683594,1.9564916457937627,1.9564916457937627,0.2967796325683594,1
13.438163757324219,18.022315829359677,0.0933380126953125,0.005671501159667969,1.375423618107663,1.375423618107663,0.005671501159667969,0
13.438163757324219,18.022315829359677,0.0933380126953125,0.005671501159667969,1.375423618107663,1.375423618107663,0.005671501159667969,0
13.421132703086876,13.334605642697618,0.08819367669194744,0.0018050017888857014,0.8700452556237553,0.8700452556237553,0.0018050017888857014,0
